| distributed init (rank 1): env://
dataset_dir: /projects/yuanai/data/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 16384
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 0.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: online_vq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
path: bc
checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/Refinement/ImageNet
results_dir: /projects/yuanai/projects/VQ-Transplant2/results/Refinement/ImageNet
saver_dir: /projects/yuanai/projects/VQ-Transplant2/saver/Refinement/ImageNet
reconstruction_dir: /projects/yuanai/projects/VQ-Transplant2/reconstruction/Refinement/ImageNet
yaml_dir: /projects/yuanai/projects/VQ-Transplant2/yaml/Refinement/ImageNet
pretrained_tokenizer: /projects/yuanai/projects/VQ-Transplant2/pretrained_tokenizer/model.ckpt
checkpoint_name: checkpoint-online_vq_transplant_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/
data_pre: ImageNet
model_pre: model_16384_8_1
loss_pre: loss_1.0_1.0_0.0_0.4
training_pre: online_vq_refinement_False
saver_name_pre: online_vq_refinement_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.0_0.4
| distributed init (rank 0): env://
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
Working with z of shape (1, 16, 16, 16) = 4096 dimensions.
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
VQ Model Parameters: 69609635
loaded pretrained LPIPS loss from /projects/yuanai/projects/VQ-Transplant2/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss -1.9611, rec_loss 0.0274, lpips_loss 0.2688, g_loss -0.1617, disc_weight 0.4000, disc_adaptive_weight 13.6120, d_loss 2.3744, logits_real 0.1243, logits_fake 0.1583,
Train Epoch: [1/5] Iters:[12390/20018] gen_loss 0.2173, rec_loss 0.0328, lpips_loss 0.2492, g_loss -0.0185, disc_weight 0.4000, disc_adaptive_weight 3.5027, d_loss 0.4000, logits_real 0.0221, logits_fake 0.0186,
Train Epoch: [1/5] Iters:[12400/20018] gen_loss 0.2156, rec_loss 0.0323, lpips_loss 0.2479, g_loss -0.0184, disc_weight 0.4000, disc_adaptive_weight 3.5266, d_loss 0.4000, logits_real 0.0219, logits_fake 0.0182,
Train Epoch: [1/5] Iters:[12410/20018] gen_loss 0.2169, rec_loss 0.0322, lpips_loss 0.2463, g_loss -0.0179, disc_weight 0.4000, disc_adaptive_weight 3.4350, d_loss 0.3999, logits_real 0.0217, logits_fake 0.0177,
Train Epoch: [1/5] Iters:[12420/20018] gen_loss 0.2171, rec_loss 0.0323, lpips_loss 0.2453, g_loss -0.0179, disc_weight 0.4000, disc_adaptive_weight 3.3766, d_loss 0.3999, logits_real 0.0214, logits_fake 0.0175,
Train Epoch: [1/5] Iters:[12430/20018] gen_loss 0.2146, rec_loss 0.0320, lpips_loss 0.2435, g_loss -0.0179, disc_weight 0.4000, disc_adaptive_weight 3.3965, d_loss 0.3999, logits_real 0.0214, logits_fake 0.0176,
Train Epoch: [1/5] Iters:[12440/20018] gen_loss 0.2124, rec_loss 0.0322, lpips_loss 0.2430, g_loss -0.0183, disc_weight 0.4000, disc_adaptive_weight 3.4378, d_loss 0.3999, logits_real 0.0220, logits_fake 0.0179,
Train Epoch: [1/5] Iters:[12450/20018] gen_loss 0.2116, rec_loss 0.0327, lpips_loss 0.2434, g_loss -0.0187, disc_weight 0.4000, disc_adaptive_weight 3.4549, d_loss 0.3999, logits_real 0.0223, logits_fake 0.0185,
Train Epoch: [1/5] Iters:[12460/20018] gen_loss 0.2077, rec_loss 0.0326, lpips_loss 0.2430, g_loss -0.0194, disc_weight 0.4000, disc_adaptive_weight 3.5234, d_loss 0.4000, logits_real 0.0227, logits_fake 0.0192,
Train Epoch: [1/5] Iters:[12470/20018] gen_loss 0.2061, rec_loss 0.0325, lpips_loss 0.2444, g_loss -0.0202, disc_weight 0.4000, disc_adaptive_weight 3.5217, d_loss 0.4000, logits_real 0.0235, logits_fake 0.0200,
Train Epoch: [1/5] Iters:[12480/20018] gen_loss 0.2088, rec_loss 0.0333, lpips_loss 0.2453, g_loss -0.0207, disc_weight 0.4000, disc_adaptive_weight 3.3836, d_loss 0.4000, logits_real 0.0243, logits_fake 0.0206,
Train Epoch: [1/5] Iters:[12490/20018] gen_loss 0.2096, rec_loss 0.0332, lpips_loss 0.2453, g_loss -0.0208, disc_weight 0.4000, disc_adaptive_weight 3.3222, d_loss 0.3999, logits_real 0.0246, logits_fake 0.0207,
Train Epoch: [1/5] Iters:[12500/20018] gen_loss 0.2100, rec_loss 0.0329, lpips_loss 0.2454, g_loss -0.0208, disc_weight 0.4000, disc_adaptive_weight 3.2760, d_loss 0.3999, logits_real 0.0247, logits_fake 0.0206,
Train Epoch: [1/5] Iters:[12510/20018] gen_loss 0.2130, rec_loss 0.0337, lpips_loss 0.2466, g_loss -0.0209, disc_weight 0.4000, disc_adaptive_weight 3.2162, d_loss 0.3999, logits_real 0.0248, logits_fake 0.0207,
Train Epoch: [1/5] Iters:[12520/20018] gen_loss 0.2162, rec_loss 0.0338, lpips_loss 0.2458, g_loss -0.0205, disc_weight 0.4000, disc_adaptive_weight 3.1012, d_loss 0.3998, logits_real 0.0246, logits_fake 0.0203,
Train Epoch: [1/5] Iters:[12530/20018] gen_loss 0.2161, rec_loss 0.0331, lpips_loss 0.2468, g_loss -0.0200, disc_weight 0.4000, disc_adaptive_weight 3.1788, d_loss 0.3999, logits_real 0.0241, logits_fake 0.0200,
Train Epoch: [1/5] Iters:[12540/20018] gen_loss 0.2172, rec_loss 0.0333, lpips_loss 0.2472, g_loss -0.0200, disc_weight 0.4000, disc_adaptive_weight 3.1588, d_loss 0.3999, logits_real 0.0238, logits_fake 0.0199,
Train Epoch: [1/5] Iters:[12550/20018] gen_loss 0.2210, rec_loss 0.0335, lpips_loss 0.2492, g_loss -0.0198, disc_weight 0.4000, disc_adaptive_weight 3.1135, d_loss 0.3999, logits_real 0.0239, logits_fake 0.0198,
Train Epoch: [1/5] Iters:[12560/20018] gen_loss 0.2202, rec_loss 0.0326, lpips_loss 0.2488, g_loss -0.0195, disc_weight 0.4000, disc_adaptive_weight 3.1370, d_loss 0.3999, logits_real 0.0237, logits_fake 0.0196,
Train Epoch: [1/5] Iters:[12570/20018] gen_loss 0.2211, rec_loss 0.0325, lpips_loss 0.2484, g_loss -0.0193, disc_weight 0.4000, disc_adaptive_weight 3.0828, d_loss 0.3998, logits_real 0.0236, logits_fake 0.0193,
Train Epoch: [1/5] Iters:[12580/20018] gen_loss 0.2232, rec_loss 0.0325, lpips_loss 0.2486, g_loss -0.0190, disc_weight 0.4000, disc_adaptive_weight 3.0506, d_loss 0.3997, logits_real 0.0237, logits_fake 0.0189,
Train Epoch: [1/5] Iters:[12590/20018] gen_loss 0.2233, rec_loss 0.0327, lpips_loss 0.2492, g_loss -0.0188, disc_weight 0.4000, disc_adaptive_weight 3.1225, d_loss 0.3998, logits_real 0.0233, logits_fake 0.0187,
Train Epoch: [1/5] Iters:[12600/20018] gen_loss 0.2216, rec_loss 0.0328, lpips_loss 0.2478, g_loss -0.0185, disc_weight 0.4000, disc_adaptive_weight 3.1838, d_loss 0.3999, logits_real 0.0228, logits_fake 0.0186,
Train Epoch: [1/5] Iters:[12610/20018] gen_loss 0.2197, rec_loss 0.0330, lpips_loss 0.2466, g_loss -0.0183, disc_weight 0.4000, disc_adaptive_weight 3.2581, d_loss 0.3999, logits_real 0.0227, logits_fake 0.0186,
Train Epoch: [1/5] Iters:[12620/20018] gen_loss 0.2184, rec_loss 0.0334, lpips_loss 0.2472, g_loss -0.0188, disc_weight 0.4000, disc_adaptive_weight 3.3100, d_loss 0.3999, logits_real 0.0228, logits_fake 0.0189,
Train Epoch: [1/5] Iters:[12630/20018] gen_loss 0.2169, rec_loss 0.0337, lpips_loss 0.2472, g_loss -0.0195, disc_weight 0.4000, disc_adaptive_weight 3.2829, d_loss 0.3999, logits_real 0.0233, logits_fake 0.0195,
Train Epoch: [1/5] Iters:[12640/20018] gen_loss 0.2155, rec_loss 0.0335, lpips_loss 0.2459, g_loss -0.0199, disc_weight 0.4000, disc_adaptive_weight 3.2090, d_loss 0.3999, logits_real 0.0239, logits_fake 0.0200,
Train Epoch: [1/5] Iters:[12650/20018] gen_loss 0.2146, rec_loss 0.0332, lpips_loss 0.2462, g_loss -0.0205, disc_weight 0.4000, disc_adaptive_weight 3.1638, d_loss 0.3999, logits_real 0.0244, logits_fake 0.0204,
Train Epoch: [1/5] Iters:[12660/20018] gen_loss 0.2158, rec_loss 0.0325, lpips_loss 0.2465, g_loss -0.0208, disc_weight 0.4000, disc_adaptive_weight 3.0503, d_loss 0.3999, logits_real 0.0246, logits_fake 0.0205,
Train Epoch: [1/5] Iters:[12670/20018] gen_loss 0.2141, rec_loss 0.0322, lpips_loss 0.2461, g_loss -0.0208, disc_weight 0.4000, disc_adaptive_weight 3.0891, d_loss 0.3999, logits_real 0.0245, logits_fake 0.0206,
Train Epoch: [1/5] Iters:[12680/20018] gen_loss 0.2133, rec_loss 0.0322, lpips_loss 0.2459, g_loss -0.0207, disc_weight 0.4000, disc_adaptive_weight 3.1372, d_loss 0.3998, logits_real 0.0248, logits_fake 0.0207,
Train Epoch: [1/5] Iters:[12690/20018] gen_loss 0.2117, rec_loss 0.0316, lpips_loss 0.2463, g_loss -0.0207, disc_weight 0.4000, disc_adaptive_weight 3.2092, d_loss 0.3998, logits_real 0.0248, logits_fake 0.0207,
Train Epoch: [1/5] Iters:[12700/20018] gen_loss 0.2121, rec_loss 0.0318, lpips_loss 0.2462, g_loss -0.0203, disc_weight 0.4000, disc_adaptive_weight 3.2547, d_loss 0.3999, logits_real 0.0245, logits_fake 0.0206,
Train Epoch: [1/5] Iters:[12710/20018] gen_loss 0.2074, rec_loss 0.0318, lpips_loss 0.2463, g_loss -0.0203, disc_weight 0.4000, disc_adaptive_weight 3.4941, d_loss 0.3999, logits_real 0.0243, logits_fake 0.0205,
Train Epoch: [1/5] Iters:[12720/20018] gen_loss 0.2059, rec_loss 0.0319, lpips_loss 0.2469, g_loss -0.0203, disc_weight 0.4000, disc_adaptive_weight 3.5888, d_loss 0.4000, logits_real 0.0241, logits_fake 0.0205,
Train Epoch: [1/5] Iters:[12730/20018] gen_loss 0.2062, rec_loss 0.0323, lpips_loss 0.2466, g_loss -0.0201, disc_weight 0.4000, disc_adaptive_weight 3.6186, d_loss 0.4000, logits_real 0.0235, logits_fake 0.0202,
Train Epoch: [1/5] Iters:[12740/20018] gen_loss 0.2077, rec_loss 0.0328, lpips_loss 0.2468, g_loss -0.0198, disc_weight 0.4000, disc_adaptive_weight 3.6318, d_loss 0.4000, logits_real 0.0234, logits_fake 0.0198,
Train Epoch: [1/5] Iters:[12750/20018] gen_loss 0.2088, rec_loss 0.0340, lpips_loss 0.2480, g_loss -0.0199, disc_weight 0.4000, disc_adaptive_weight 3.6884, d_loss 0.3999, logits_real 0.0236, logits_fake 0.0198,
Train Epoch: [1/5] Iters:[12760/20018] gen_loss 0.2160, rec_loss 0.0349, lpips_loss 0.2497, g_loss -0.0196, disc_weight 0.4000, disc_adaptive_weight 3.5001, d_loss 0.3999, logits_real 0.0236, logits_fake 0.0197,
Train Epoch: [1/5] Iters:[12770/20018] gen_loss 0.2215, rec_loss 0.0345, lpips_loss 0.2499, g_loss -0.0192, disc_weight 0.4000, disc_adaptive_weight 3.2921, d_loss 0.3999, logits_real 0.0233, logits_fake 0.0192,
Train Epoch: [1/5] Iters:[12780/20018] gen_loss 0.2212, rec_loss 0.0337, lpips_loss 0.2496, g_loss -0.0189, disc_weight 0.4000, disc_adaptive_weight 3.2836, d_loss 0.3998, logits_real 0.0232, logits_fake 0.0191,
Train Epoch: [1/5] Iters:[12790/20018] gen_loss 0.2197, rec_loss 0.0337, lpips_loss 0.2495, g_loss -0.0188, disc_weight 0.4000, disc_adaptive_weight 3.3765, d_loss 0.3998, logits_real 0.0229, logits_fake 0.0188,
Train Epoch: [1/5] Iters:[12800/20018] gen_loss 0.2166, rec_loss 0.0325, lpips_loss 0.2485, g_loss -0.0186, disc_weight 0.4000, disc_adaptive_weight 3.4631, d_loss 0.3998, logits_real 0.0225, logits_fake 0.0184,
Train Epoch: [1/5] Iters:[12810/20018] gen_loss 0.2137, rec_loss 0.0329, lpips_loss 0.2478, g_loss -0.0188, disc_weight 0.4000, disc_adaptive_weight 3.5645, d_loss 0.3999, logits_real 0.0226, logits_fake 0.0187,
Train Epoch: [1/5] Iters:[12820/20018] gen_loss 0.2116, rec_loss 0.0335, lpips_loss 0.2480, g_loss -0.0188, disc_weight 0.4000, disc_adaptive_weight 3.7112, d_loss 0.3998, logits_real 0.0231, logits_fake 0.0189,
Train Epoch: [1/5] Iters:[12830/20018] gen_loss 0.2156, rec_loss 0.0346, lpips_loss 0.2495, g_loss -0.0189, disc_weight 0.4000, disc_adaptive_weight 3.6130, d_loss 0.3998, logits_real 0.0234, logits_fake 0.0191,
Train Epoch: [1/5] Iters:[12840/20018] gen_loss 0.2206, rec_loss 0.0347, lpips_loss 0.2506, g_loss -0.0189, disc_weight 0.4000, disc_adaptive_weight 3.4262, d_loss 0.3998, logits_real 0.0232, logits_fake 0.0190,
Train Epoch: [1/5] Iters:[12850/20018] gen_loss 0.2254, rec_loss 0.0349, lpips_loss 0.2508, g_loss -0.0186, disc_weight 0.4000, disc_adaptive_weight 3.2256, d_loss 0.3998, logits_real 0.0231, logits_fake 0.0187,
Train Epoch: [1/5] Iters:[12860/20018] gen_loss 0.2294, rec_loss 0.0341, lpips_loss 0.2502, g_loss -0.0181, disc_weight 0.4000, disc_adaptive_weight 3.0189, d_loss 0.3998, logits_real 0.0227, logits_fake 0.0182,
Train Epoch: [1/5] Iters:[12870/20018] gen_loss 0.2318, rec_loss 0.0343, lpips_loss 0.2504, g_loss -0.0180, disc_weight 0.4000, disc_adaptive_weight 2.9346, d_loss 0.3999, logits_real 0.0223, logits_fake 0.0182,
Train Epoch: [1/5] Iters:[12880/20018] gen_loss 0.2298, rec_loss 0.0333, lpips_loss 0.2486, g_loss -0.0176, disc_weight 0.4000, disc_adaptive_weight 2.9572, d_loss 0.3999, logits_real 0.0219, logits_fake 0.0178,
Train Epoch: [1/5] Iters:[12890/20018] gen_loss 0.2303, rec_loss 0.0334, lpips_loss 0.2489, g_loss -0.0173, disc_weight 0.4000, disc_adaptive_weight 3.0107, d_loss 0.3999, logits_real 0.0220, logits_fake 0.0179,
Train Epoch: [1/5] Iters:[12900/20018] gen_loss 0.2261, rec_loss 0.0334, lpips_loss 0.2487, g_loss -0.0176, disc_weight 0.4000, disc_adaptive_weight 3.1858, d_loss 0.3999, logits_real 0.0221, logits_fake 0.0183,
Train Epoch: [1/5] Iters:[12910/20018] gen_loss 0.2246, rec_loss 0.0335, lpips_loss 0.2497, g_loss -0.0176, disc_weight 0.4000, disc_adaptive_weight 3.3456, d_loss 0.4000, logits_real 0.0220, logits_fake 0.0183,
Train Epoch: [1/5] Iters:[12920/20018] gen_loss 0.2239, rec_loss 0.0335, lpips_loss 0.2498, g_loss -0.0173, disc_weight 0.4000, disc_adaptive_weight 3.4247, d_loss 0.3999, logits_real 0.0221, logits_fake 0.0178,
Train Epoch: [1/5] Iters:[12930/20018] gen_loss 0.2250, rec_loss 0.0336, lpips_loss 0.2504, g_loss -0.0171, disc_weight 0.4000, disc_adaptive_weight 3.4460, d_loss 0.3999, logits_real 0.0215, logits_fake 0.0175,
Train Epoch: [1/5] Iters:[12940/20018] gen_loss 0.2234, rec_loss 0.0335, lpips_loss 0.2490, g_loss -0.0169, disc_weight 0.4000, disc_adaptive_weight 3.4867, d_loss 0.3999, logits_real 0.0211, logits_fake 0.0169,
Train Epoch: [1/5] Iters:[12950/20018] gen_loss 0.2256, rec_loss 0.0336, lpips_loss 0.2491, g_loss -0.0166, disc_weight 0.4000, disc_adaptive_weight 3.4486, d_loss 0.3999, logits_real 0.0207, logits_fake 0.0164,
Train Epoch: [1/5] Iters:[12960/20018] gen_loss 0.2262, rec_loss 0.0337, lpips_loss 0.2493, g_loss -0.0164, disc_weight 0.4000, disc_adaptive_weight 3.4764, d_loss 0.3999, logits_real 0.0206, logits_fake 0.0165,
Train Epoch: [1/5] Iters:[12970/20018] gen_loss 0.2237, rec_loss 0.0329, lpips_loss 0.2469, g_loss -0.0163, disc_weight 0.4000, disc_adaptive_weight 3.4600, d_loss 0.3999, logits_real 0.0204, logits_fake 0.0163,
Train Epoch: [1/5] Iters:[12980/20018] gen_loss 0.2204, rec_loss 0.0330, lpips_loss 0.2464, g_loss -0.0164, disc_weight 0.4000, disc_adaptive_weight 3.5990, d_loss 0.3998, logits_real 0.0208, logits_fake 0.0165,
Train Epoch: [1/5] Iters:[12990/20018] gen_loss 0.2175, rec_loss 0.0326, lpips_loss 0.2460, g_loss -0.0171, disc_weight 0.4000, disc_adaptive_weight 3.5832, d_loss 0.3999, logits_real 0.0213, logits_fake 0.0172,
Train Epoch: [1/5] Iters:[13000/20018] gen_loss 0.2146, rec_loss 0.0323, lpips_loss 0.2458, g_loss -0.0176, disc_weight 0.4000, disc_adaptive_weight 3.6040, d_loss 0.4000, logits_real 0.0214, logits_fake 0.0177,
Train Epoch: [1/5] Iters:[13010/20018] gen_loss 0.2129, rec_loss 0.0326, lpips_loss 0.2462, g_loss -0.0185, disc_weight 0.4000, disc_adaptive_weight 3.5694, d_loss 0.4000, logits_real 0.0217, logits_fake 0.0181,
Train Epoch: [1/5] Iters:[13020/20018] gen_loss 0.2163, rec_loss 0.0330, lpips_loss 0.2477, g_loss -0.0189, disc_weight 0.4000, disc_adaptive_weight 3.4158, d_loss 0.4000, logits_real 0.0220, logits_fake 0.0187,
Train Epoch: [1/5] Iters:[13030/20018] gen_loss 0.2193, rec_loss 0.0327, lpips_loss 0.2475, g_loss -0.0195, disc_weight 0.4000, disc_adaptive_weight 3.1355, d_loss 0.4000, logits_real 0.0223, logits_fake 0.0190,
Train Epoch: [1/5] Iters:[13040/20018] gen_loss 0.2235, rec_loss 0.0333, lpips_loss 0.2491, g_loss -0.0193, disc_weight 0.4000, disc_adaptive_weight 3.0669, d_loss 0.4000, logits_real 0.0225, logits_fake 0.0191,
Train Epoch: [1/5] Iters:[13050/20018] gen_loss 0.2278, rec_loss 0.0336, lpips_loss 0.2498, g_loss -0.0189, disc_weight 0.4000, disc_adaptive_weight 2.9612, d_loss 0.3999, logits_real 0.0229, logits_fake 0.0190,
Train Epoch: [1/5] Iters:[13060/20018] gen_loss 0.2256, rec_loss 0.0332, lpips_loss 0.2487, g_loss -0.0184, disc_weight 0.4000, disc_adaptive_weight 3.0858, d_loss 0.3998, logits_real 0.0230, logits_fake 0.0187,
Train Epoch: [1/5] Iters:[13070/20018] gen_loss 0.2266, rec_loss 0.0340, lpips_loss 0.2504, g_loss -0.0185, disc_weight 0.4000, disc_adaptive_weight 3.1532, d_loss 0.3998, logits_real 0.0232, logits_fake 0.0186,
Train Epoch: [1/5] Iters:[13080/20018] gen_loss 0.2250, rec_loss 0.0340, lpips_loss 0.2508, g_loss -0.0182, disc_weight 0.4000, disc_adaptive_weight 3.2995, d_loss 0.3998, logits_real 0.0229, logits_fake 0.0185,
Train Epoch: [1/5] Iters:[13090/20018] gen_loss 0.2242, rec_loss 0.0337, lpips_loss 0.2507, g_loss -0.0182, disc_weight 0.4000, disc_adaptive_weight 3.3142, d_loss 0.3998, logits_real 0.0224, logits_fake 0.0181,
Train Epoch: [1/5] Iters:[13100/20018] gen_loss 0.2239, rec_loss 0.0338, lpips_loss 0.2506, g_loss -0.0184, disc_weight 0.4000, disc_adaptive_weight 3.2801, d_loss 0.3998, logits_real 0.0225, logits_fake 0.0181,
Train Epoch: [1/5] Iters:[13110/20018] gen_loss 0.2238, rec_loss 0.0338, lpips_loss 0.2497, g_loss -0.0184, disc_weight 0.4000, disc_adaptive_weight 3.2530, d_loss 0.3998, logits_real 0.0223, logits_fake 0.0181,
Train Epoch: [1/5] Iters:[13120/20018] gen_loss 0.2172, rec_loss 0.0328, lpips_loss 0.2470, g_loss -0.0181, disc_weight 0.4000, disc_adaptive_weight 3.4787, d_loss 0.3998, logits_real 0.0219, logits_fake 0.0179,
Train Epoch: [1/5] Iters:[13130/20018] gen_loss 0.2151, rec_loss 0.0331, lpips_loss 0.2461, g_loss -0.0180, disc_weight 0.4000, disc_adaptive_weight 3.5732, d_loss 0.3999, logits_real 0.0219, logits_fake 0.0181,
Train Epoch: [1/5] Iters:[13140/20018] gen_loss 0.2120, rec_loss 0.0336, lpips_loss 0.2459, g_loss -0.0181, disc_weight 0.4000, disc_adaptive_weight 3.7495, d_loss 0.3999, logits_real 0.0223, logits_fake 0.0184,
Train Epoch: [1/5] Iters:[13150/20018] gen_loss 0.2101, rec_loss 0.0331, lpips_loss 0.2459, g_loss -0.0178, disc_weight 0.4000, disc_adaptive_weight 3.8974, d_loss 0.3999, logits_real 0.0220, logits_fake 0.0184,
Train Epoch: [1/5] Iters:[13160/20018] gen_loss 0.2127, rec_loss 0.0330, lpips_loss 0.2463, g_loss -0.0177, disc_weight 0.4000, disc_adaptive_weight 3.7852, d_loss 0.3999, logits_real 0.0220, logits_fake 0.0183,
Train Epoch: [1/5] Iters:[13170/20018] gen_loss 0.2134, rec_loss 0.0328, lpips_loss 0.2475, g_loss -0.0178, disc_weight 0.4000, disc_adaptive_weight 3.7685, d_loss 0.3999, logits_real 0.0221, logits_fake 0.0182,
Train Epoch: [1/5] Iters:[13180/20018] gen_loss 0.2151, rec_loss 0.0326, lpips_loss 0.2479, g_loss -0.0178, disc_weight 0.4000, disc_adaptive_weight 3.6906, d_loss 0.3998, logits_real 0.0222, logits_fake 0.0181,
Train Epoch: [1/5] Iters:[13190/20018] gen_loss 0.2174, rec_loss 0.0321, lpips_loss 0.2474, g_loss -0.0178, disc_weight 0.4000, disc_adaptive_weight 3.5062, d_loss 0.3998, logits_real 0.0224, logits_fake 0.0181,
Train Epoch: [1/5] Iters:[13200/20018] gen_loss 0.2166, rec_loss 0.0318, lpips_loss 0.2459, g_loss -0.0179, disc_weight 0.4000, disc_adaptive_weight 3.4179, d_loss 0.3998, logits_real 0.0224, logits_fake 0.0181,
Train Epoch: [1/5] Iters:[13210/20018] gen_loss 0.2154, rec_loss 0.0321, lpips_loss 0.2470, g_loss -0.0183, disc_weight 0.4000, disc_adaptive_weight 3.4934, d_loss 0.3998, logits_real 0.0225, logits_fake 0.0182,
Train Epoch: [1/5] Iters:[13220/20018] gen_loss 0.2194, rec_loss 0.0331, lpips_loss 0.2487, g_loss -0.0184, disc_weight 0.4000, disc_adaptive_weight 3.3933, d_loss 0.3998, logits_real 0.0229, logits_fake 0.0186,
Train Epoch: [1/5] Iters:[13230/20018] gen_loss 0.2185, rec_loss 0.0335, lpips_loss 0.2489, g_loss -0.0187, disc_weight 0.4000, disc_adaptive_weight 3.4260, d_loss 0.3998, logits_real 0.0231, logits_fake 0.0189,
Train Epoch: [1/5] Iters:[13240/20018] gen_loss 0.2158, rec_loss 0.0340, lpips_loss 0.2490, g_loss -0.0188, disc_weight 0.4000, disc_adaptive_weight 3.5636, d_loss 0.3999, logits_real 0.0233, logits_fake 0.0192,
Train Epoch: [1/5] Iters:[13250/20018] gen_loss 0.2180, rec_loss 0.0354, lpips_loss 0.2514, g_loss -0.0191, disc_weight 0.4000, disc_adaptive_weight 3.5991, d_loss 0.3999, logits_real 0.0235, logits_fake 0.0194,
Train Epoch: [1/5] Iters:[13260/20018] gen_loss 0.2177, rec_loss 0.0353, lpips_loss 0.2500, g_loss -0.0191, disc_weight 0.4000, disc_adaptive_weight 3.5422, d_loss 0.3999, logits_real 0.0234, logits_fake 0.0196,
Train Epoch: [1/5] Iters:[13270/20018] gen_loss 0.2137, rec_loss 0.0347, lpips_loss 0.2481, g_loss -0.0190, disc_weight 0.4000, disc_adaptive_weight 3.6403, d_loss 0.3999, logits_real 0.0233, logits_fake 0.0195,
Train Epoch: [1/5] Iters:[13280/20018] gen_loss 0.2132, rec_loss 0.0348, lpips_loss 0.2487, g_loss -0.0187, disc_weight 0.4000, disc_adaptive_weight 3.7527, d_loss 0.3999, logits_real 0.0232, logits_fake 0.0193,
Train Epoch: [1/5] Iters:[13290/20018] gen_loss 0.2154, rec_loss 0.0346, lpips_loss 0.2492, g_loss -0.0185, disc_weight 0.4000, disc_adaptive_weight 3.7129, d_loss 0.3999, logits_real 0.0227, logits_fake 0.0188,
Train Epoch: [1/5] Iters:[13300/20018] gen_loss 0.2132, rec_loss 0.0340, lpips_loss 0.2479, g_loss -0.0185, disc_weight 0.4000, disc_adaptive_weight 3.7408, d_loss 0.3999, logits_real 0.0225, logits_fake 0.0188,
Train Epoch: [1/5] Iters:[13310/20018] gen_loss 0.2141, rec_loss 0.0341, lpips_loss 0.2487, g_loss -0.0183, disc_weight 0.4000, disc_adaptive_weight 3.7850, d_loss 0.3999, logits_real 0.0226, logits_fake 0.0187,
Train Epoch: [1/5] Iters:[13320/20018] gen_loss 0.2174, rec_loss 0.0343, lpips_loss 0.2486, g_loss -0.0184, disc_weight 0.4000, disc_adaptive_weight 3.5934, d_loss 0.3998, logits_real 0.0228, logits_fake 0.0186,
Train Epoch: [1/5] Iters:[13330/20018] gen_loss 0.2186, rec_loss 0.0333, lpips_loss 0.2478, g_loss -0.0186, disc_weight 0.4000, disc_adaptive_weight 3.3995, d_loss 0.3998, logits_real 0.0227, logits_fake 0.0186,
Train Epoch: [1/5] Iters:[13340/20018] gen_loss 0.2201, rec_loss 0.0336, lpips_loss 0.2476, g_loss -0.0185, disc_weight 0.4000, disc_adaptive_weight 3.3236, d_loss 0.3999, logits_real 0.0227, logits_fake 0.0188,
Train Epoch: [1/5] Iters:[13350/20018] gen_loss 0.2200, rec_loss 0.0334, lpips_loss 0.2481, g_loss -0.0184, disc_weight 0.4000, disc_adaptive_weight 3.3489, d_loss 0.3998, logits_real 0.0229, logits_fake 0.0187,
Train Epoch: [1/5] Iters:[13360/20018] gen_loss 0.2216, rec_loss 0.0334, lpips_loss 0.2481, g_loss -0.0185, disc_weight 0.4000, disc_adaptive_weight 3.2587, d_loss 0.3997, logits_real 0.0227, logits_fake 0.0183,
Train Epoch: [1/5] Iters:[13370/20018] gen_loss 0.2215, rec_loss 0.0331, lpips_loss 0.2475, g_loss -0.0178, disc_weight 0.4000, disc_adaptive_weight 3.3183, d_loss 0.3998, logits_real 0.0221, logits_fake 0.0179,
