dataset_dir: /projects/yuanai/data/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 16384
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
path: bc
checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/Refinement/ImageNet
results_dir: /projects/yuanai/projects/VQ-Transplant2/results/Refinement/ImageNet
saver_dir: /projects/yuanai/projects/VQ-Transplant2/saver/Refinement/ImageNet
reconstruction_dir: /projects/yuanai/projects/VQ-Transplant2/reconstruction/Refinement/ImageNet
yaml_dir: /projects/yuanai/projects/VQ-Transplant2/yaml/Refinement/ImageNet
pretrained_tokenizer: /projects/yuanai/projects/VQ-Transplant2/pretrained_tokenizer/model.ckpt
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_ImageNet_model_16384_8_1_loss_1.0_0.2_1.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/
data_pre: ImageNet
model_pre: model_16384_8_1
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False
saver_name_pre: wasserstein_vq_refinement_False_ImageNet_model_16384_8_1_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
Working with z of shape (1, 16, 16, 16) = 4096 dimensions.
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
VQ Model Parameters: 69609635
loaded pretrained LPIPS loss from /projects/yuanai/projects/VQ-Transplant2/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 0.7751, rec_loss 0.0235, lpips_loss 0.2106, g_loss 0.2084, disc_weight 0.4000, disc_adaptive_weight 2.5924, d_loss 2.5974, logits_real -0.2038, logits_fake -0.2154,
Train Epoch: [1/5] Iters:[11040/20018] gen_loss 0.3054, rec_loss 0.0268, lpips_loss 0.2009, g_loss 0.0249, disc_weight 0.4000, disc_adaptive_weight 3.1278, d_loss 0.4001, logits_real -0.0220, logits_fake -0.0250,
Train Epoch: [1/5] Iters:[11050/20018] gen_loss 0.3048, rec_loss 0.0263, lpips_loss 0.2003, g_loss 0.0247, disc_weight 0.4000, disc_adaptive_weight 3.1710, d_loss 0.4002, logits_real -0.0218, logits_fake -0.0248,
Train Epoch: [1/5] Iters:[11060/20018] gen_loss 0.3072, rec_loss 0.0267, lpips_loss 0.2010, g_loss 0.0247, disc_weight 0.4000, disc_adaptive_weight 3.2172, d_loss 0.4002, logits_real -0.0220, logits_fake -0.0246,
Train Epoch: [1/5] Iters:[11070/20018] gen_loss 0.3108, rec_loss 0.0269, lpips_loss 0.2006, g_loss 0.0246, disc_weight 0.4000, disc_adaptive_weight 3.3898, d_loss 0.4002, logits_real -0.0220, logits_fake -0.0246,
Train Epoch: [1/5] Iters:[11080/20018] gen_loss 0.3136, rec_loss 0.0272, lpips_loss 0.2017, g_loss 0.0248, disc_weight 0.4000, disc_adaptive_weight 3.4079, d_loss 0.4002, logits_real -0.0224, logits_fake -0.0250,
Train Epoch: [1/5] Iters:[11090/20018] gen_loss 0.3174, rec_loss 0.0282, lpips_loss 0.2021, g_loss 0.0249, disc_weight 0.4000, disc_adaptive_weight 3.4913, d_loss 0.4002, logits_real -0.0226, logits_fake -0.0252,
Train Epoch: [1/5] Iters:[11100/20018] gen_loss 0.3196, rec_loss 0.0288, lpips_loss 0.2033, g_loss 0.0252, disc_weight 0.4000, disc_adaptive_weight 3.4749, d_loss 0.4002, logits_real -0.0232, logits_fake -0.0257,
Train Epoch: [1/5] Iters:[11110/20018] gen_loss 0.3219, rec_loss 0.0290, lpips_loss 0.2033, g_loss 0.0257, disc_weight 0.4000, disc_adaptive_weight 3.4843, d_loss 0.4002, logits_real -0.0236, logits_fake -0.0262,
Train Epoch: [1/5] Iters:[11120/20018] gen_loss 0.3203, rec_loss 0.0295, lpips_loss 0.2037, g_loss 0.0260, disc_weight 0.4000, disc_adaptive_weight 3.3378, d_loss 0.4002, logits_real -0.0238, logits_fake -0.0264,
Train Epoch: [1/5] Iters:[11130/20018] gen_loss 0.3214, rec_loss 0.0296, lpips_loss 0.2037, g_loss 0.0260, disc_weight 0.4000, disc_adaptive_weight 3.3761, d_loss 0.4002, logits_real -0.0237, logits_fake -0.0265,
Train Epoch: [1/5] Iters:[11140/20018] gen_loss 0.3210, rec_loss 0.0294, lpips_loss 0.2034, g_loss 0.0262, disc_weight 0.4000, disc_adaptive_weight 3.3486, d_loss 0.4003, logits_real -0.0237, logits_fake -0.0263,
Train Epoch: [1/5] Iters:[11150/20018] gen_loss 0.3190, rec_loss 0.0288, lpips_loss 0.2025, g_loss 0.0262, disc_weight 0.4000, disc_adaptive_weight 3.3274, d_loss 0.4003, logits_real -0.0239, logits_fake -0.0263,
Train Epoch: [1/5] Iters:[11160/20018] gen_loss 0.3165, rec_loss 0.0284, lpips_loss 0.2025, g_loss 0.0260, disc_weight 0.4000, disc_adaptive_weight 3.2782, d_loss 0.4003, logits_real -0.0237, logits_fake -0.0261,
Train Epoch: [1/5] Iters:[11170/20018] gen_loss 0.3136, rec_loss 0.0277, lpips_loss 0.2015, g_loss 0.0261, disc_weight 0.4000, disc_adaptive_weight 3.2234, d_loss 0.4003, logits_real -0.0237, logits_fake -0.0261,
Train Epoch: [1/5] Iters:[11180/20018] gen_loss 0.3129, rec_loss 0.0278, lpips_loss 0.2015, g_loss 0.0260, disc_weight 0.4000, disc_adaptive_weight 3.2044, d_loss 0.4003, logits_real -0.0237, logits_fake -0.0259,
Train Epoch: [1/5] Iters:[11190/20018] gen_loss 0.3107, rec_loss 0.0278, lpips_loss 0.2021, g_loss 0.0261, disc_weight 0.4000, disc_adaptive_weight 3.0987, d_loss 0.4002, logits_real -0.0236, logits_fake -0.0261,
Train Epoch: [1/5] Iters:[11200/20018] gen_loss 0.3114, rec_loss 0.0279, lpips_loss 0.2021, g_loss 0.0263, disc_weight 0.4000, disc_adaptive_weight 3.0879, d_loss 0.4002, logits_real -0.0236, logits_fake -0.0263,
Train Epoch: [1/5] Iters:[11210/20018] gen_loss 0.3169, rec_loss 0.0282, lpips_loss 0.2022, g_loss 0.0267, disc_weight 0.4000, disc_adaptive_weight 3.2326, d_loss 0.4002, logits_real -0.0240, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[11220/20018] gen_loss 0.3230, rec_loss 0.0287, lpips_loss 0.2028, g_loss 0.0268, disc_weight 0.4000, disc_adaptive_weight 3.4106, d_loss 0.4002, logits_real -0.0241, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[11230/20018] gen_loss 0.3279, rec_loss 0.0283, lpips_loss 0.2032, g_loss 0.0271, disc_weight 0.4000, disc_adaptive_weight 3.5565, d_loss 0.4002, logits_real -0.0244, logits_fake -0.0270,
Train Epoch: [1/5] Iters:[11240/20018] gen_loss 0.3350, rec_loss 0.0284, lpips_loss 0.2036, g_loss 0.0269, disc_weight 0.4000, disc_adaptive_weight 3.8314, d_loss 0.4002, logits_real -0.0245, logits_fake -0.0268,
Train Epoch: [1/5] Iters:[11250/20018] gen_loss 0.3409, rec_loss 0.0287, lpips_loss 0.2036, g_loss 0.0268, disc_weight 0.4000, disc_adaptive_weight 4.0514, d_loss 0.4003, logits_real -0.0246, logits_fake -0.0265,
Train Epoch: [1/5] Iters:[11260/20018] gen_loss 0.3374, rec_loss 0.0286, lpips_loss 0.2037, g_loss 0.0264, disc_weight 0.4000, disc_adaptive_weight 3.9818, d_loss 0.4003, logits_real -0.0243, logits_fake -0.0261,
Train Epoch: [1/5] Iters:[11270/20018] gen_loss 0.3376, rec_loss 0.0289, lpips_loss 0.2045, g_loss 0.0260, disc_weight 0.4000, disc_adaptive_weight 3.9924, d_loss 0.4003, logits_real -0.0240, logits_fake -0.0261,
Train Epoch: [1/5] Iters:[11280/20018] gen_loss 0.3358, rec_loss 0.0295, lpips_loss 0.2044, g_loss 0.0257, disc_weight 0.4000, disc_adaptive_weight 3.9543, d_loss 0.4003, logits_real -0.0237, logits_fake -0.0256,
Train Epoch: [1/5] Iters:[11290/20018] gen_loss 0.3322, rec_loss 0.0292, lpips_loss 0.2048, g_loss 0.0255, disc_weight 0.4000, disc_adaptive_weight 3.8393, d_loss 0.4003, logits_real -0.0233, logits_fake -0.0254,
Train Epoch: [1/5] Iters:[11300/20018] gen_loss 0.3255, rec_loss 0.0291, lpips_loss 0.2054, g_loss 0.0252, disc_weight 0.4000, disc_adaptive_weight 3.5993, d_loss 0.4003, logits_real -0.0231, logits_fake -0.0254,
Train Epoch: [1/5] Iters:[11310/20018] gen_loss 0.3212, rec_loss 0.0289, lpips_loss 0.2048, g_loss 0.0254, disc_weight 0.4000, disc_adaptive_weight 3.4422, d_loss 0.4002, logits_real -0.0231, logits_fake -0.0256,
Train Epoch: [1/5] Iters:[11320/20018] gen_loss 0.3139, rec_loss 0.0278, lpips_loss 0.2033, g_loss 0.0255, disc_weight 0.4000, disc_adaptive_weight 3.2498, d_loss 0.4002, logits_real -0.0230, logits_fake -0.0254,
Train Epoch: [1/5] Iters:[11330/20018] gen_loss 0.3163, rec_loss 0.0280, lpips_loss 0.2041, g_loss 0.0256, disc_weight 0.4000, disc_adaptive_weight 3.2908, d_loss 0.4002, logits_real -0.0231, logits_fake -0.0255,
Train Epoch: [1/5] Iters:[11340/20018] gen_loss 0.3177, rec_loss 0.0282, lpips_loss 0.2037, g_loss 0.0258, disc_weight 0.4000, disc_adaptive_weight 3.3209, d_loss 0.4002, logits_real -0.0233, logits_fake -0.0258,
Train Epoch: [1/5] Iters:[11350/20018] gen_loss 0.3208, rec_loss 0.0283, lpips_loss 0.2027, g_loss 0.0260, disc_weight 0.4000, disc_adaptive_weight 3.4471, d_loss 0.4002, logits_real -0.0233, logits_fake -0.0260,
Train Epoch: [1/5] Iters:[11360/20018] gen_loss 0.3249, rec_loss 0.0284, lpips_loss 0.2031, g_loss 0.0264, disc_weight 0.4000, disc_adaptive_weight 3.5249, d_loss 0.4002, logits_real -0.0238, logits_fake -0.0265,
Train Epoch: [1/5] Iters:[11370/20018] gen_loss 0.3315, rec_loss 0.0288, lpips_loss 0.2034, g_loss 0.0271, disc_weight 0.4000, disc_adaptive_weight 3.6590, d_loss 0.4002, logits_real -0.0246, logits_fake -0.0271,
Train Epoch: [1/5] Iters:[11380/20018] gen_loss 0.3246, rec_loss 0.0280, lpips_loss 0.2016, g_loss 0.0277, disc_weight 0.4000, disc_adaptive_weight 3.4214, d_loss 0.4002, logits_real -0.0253, logits_fake -0.0278,
Train Epoch: [1/5] Iters:[11390/20018] gen_loss 0.3250, rec_loss 0.0276, lpips_loss 0.2002, g_loss 0.0285, disc_weight 0.4000, disc_adaptive_weight 3.3958, d_loss 0.4002, logits_real -0.0260, logits_fake -0.0285,
Train Epoch: [1/5] Iters:[11400/20018] gen_loss 0.3253, rec_loss 0.0275, lpips_loss 0.2009, g_loss 0.0289, disc_weight 0.4000, disc_adaptive_weight 3.3413, d_loss 0.4002, logits_real -0.0264, logits_fake -0.0287,
Train Epoch: [1/5] Iters:[11410/20018] gen_loss 0.3260, rec_loss 0.0276, lpips_loss 0.2014, g_loss 0.0289, disc_weight 0.4000, disc_adaptive_weight 3.3434, d_loss 0.4002, logits_real -0.0264, logits_fake -0.0287,
Train Epoch: [1/5] Iters:[11420/20018] gen_loss 0.3263, rec_loss 0.0279, lpips_loss 0.2019, g_loss 0.0291, disc_weight 0.4000, disc_adaptive_weight 3.3084, d_loss 0.4002, logits_real -0.0264, logits_fake -0.0289,
Train Epoch: [1/5] Iters:[11430/20018] gen_loss 0.3312, rec_loss 0.0281, lpips_loss 0.2031, g_loss 0.0292, disc_weight 0.4000, disc_adaptive_weight 3.4110, d_loss 0.4002, logits_real -0.0262, logits_fake -0.0289,
Train Epoch: [1/5] Iters:[11440/20018] gen_loss 0.3353, rec_loss 0.0289, lpips_loss 0.2045, g_loss 0.0293, disc_weight 0.4000, disc_adaptive_weight 3.4666, d_loss 0.4001, logits_real -0.0261, logits_fake -0.0291,
Train Epoch: [1/5] Iters:[11450/20018] gen_loss 0.3388, rec_loss 0.0290, lpips_loss 0.2047, g_loss 0.0296, disc_weight 0.4000, disc_adaptive_weight 3.5393, d_loss 0.4001, logits_real -0.0263, logits_fake -0.0294,
Train Epoch: [1/5] Iters:[11460/20018] gen_loss 0.3407, rec_loss 0.0284, lpips_loss 0.2031, g_loss 0.0298, disc_weight 0.4000, disc_adaptive_weight 3.6546, d_loss 0.4002, logits_real -0.0267, logits_fake -0.0295,
Train Epoch: [1/5] Iters:[11470/20018] gen_loss 0.3367, rec_loss 0.0283, lpips_loss 0.2023, g_loss 0.0299, disc_weight 0.4000, disc_adaptive_weight 3.5490, d_loss 0.4001, logits_real -0.0270, logits_fake -0.0299,
Train Epoch: [1/5] Iters:[11480/20018] gen_loss 0.3366, rec_loss 0.0282, lpips_loss 0.2024, g_loss 0.0301, disc_weight 0.4000, disc_adaptive_weight 3.5197, d_loss 0.4001, logits_real -0.0273, logits_fake -0.0302,
Train Epoch: [1/5] Iters:[11490/20018] gen_loss 0.3296, rec_loss 0.0276, lpips_loss 0.2009, g_loss 0.0301, disc_weight 0.4000, disc_adaptive_weight 3.3570, d_loss 0.4002, logits_real -0.0276, logits_fake -0.0300,
Train Epoch: [1/5] Iters:[11500/20018] gen_loss 0.3248, rec_loss 0.0277, lpips_loss 0.2008, g_loss 0.0300, disc_weight 0.4000, disc_adaptive_weight 3.1985, d_loss 0.4002, logits_real -0.0277, logits_fake -0.0302,
Train Epoch: [1/5] Iters:[11510/20018] gen_loss 0.3220, rec_loss 0.0279, lpips_loss 0.2008, g_loss 0.0304, disc_weight 0.4000, disc_adaptive_weight 3.0570, d_loss 0.4002, logits_real -0.0279, logits_fake -0.0305,
Train Epoch: [1/5] Iters:[11520/20018] gen_loss 0.3232, rec_loss 0.0282, lpips_loss 0.2027, g_loss 0.0305, disc_weight 0.4000, disc_adaptive_weight 3.0143, d_loss 0.4002, logits_real -0.0279, logits_fake -0.0305,
Train Epoch: [1/5] Iters:[11530/20018] gen_loss 0.3239, rec_loss 0.0287, lpips_loss 0.2029, g_loss 0.0306, disc_weight 0.4000, disc_adaptive_weight 2.9992, d_loss 0.4002, logits_real -0.0279, logits_fake -0.0305,
Train Epoch: [1/5] Iters:[11540/20018] gen_loss 0.3233, rec_loss 0.0285, lpips_loss 0.2039, g_loss 0.0308, disc_weight 0.4000, disc_adaptive_weight 2.9459, d_loss 0.4001, logits_real -0.0280, logits_fake -0.0308,
Train Epoch: [1/5] Iters:[11550/20018] gen_loss 0.3245, rec_loss 0.0284, lpips_loss 0.2029, g_loss 0.0313, disc_weight 0.4000, disc_adaptive_weight 2.9731, d_loss 0.4002, logits_real -0.0284, logits_fake -0.0311,
Train Epoch: [1/5] Iters:[11560/20018] gen_loss 0.3266, rec_loss 0.0284, lpips_loss 0.2038, g_loss 0.0311, disc_weight 0.4000, disc_adaptive_weight 3.0283, d_loss 0.4002, logits_real -0.0283, logits_fake -0.0310,
Train Epoch: [1/5] Iters:[11570/20018] gen_loss 0.3333, rec_loss 0.0282, lpips_loss 0.2026, g_loss 0.0310, disc_weight 0.4000, disc_adaptive_weight 3.3095, d_loss 0.4002, logits_real -0.0281, logits_fake -0.0308,
Train Epoch: [1/5] Iters:[11580/20018] gen_loss 0.3330, rec_loss 0.0278, lpips_loss 0.2021, g_loss 0.0307, disc_weight 0.4000, disc_adaptive_weight 3.3583, d_loss 0.4001, logits_real -0.0280, logits_fake -0.0308,
Train Epoch: [1/5] Iters:[11590/20018] gen_loss 0.3356, rec_loss 0.0282, lpips_loss 0.2023, g_loss 0.0301, disc_weight 0.4000, disc_adaptive_weight 3.4938, d_loss 0.4002, logits_real -0.0276, logits_fake -0.0302,
Train Epoch: [1/5] Iters:[11600/20018] gen_loss 0.3369, rec_loss 0.0276, lpips_loss 0.2032, g_loss 0.0292, disc_weight 0.4000, disc_adaptive_weight 3.6160, d_loss 0.4002, logits_real -0.0269, logits_fake -0.0294,
Train Epoch: [1/5] Iters:[11610/20018] gen_loss 0.3323, rec_loss 0.0279, lpips_loss 0.2034, g_loss 0.0283, disc_weight 0.4000, disc_adaptive_weight 3.5449, d_loss 0.4002, logits_real -0.0260, logits_fake -0.0286,
Train Epoch: [1/5] Iters:[11620/20018] gen_loss 0.3242, rec_loss 0.0277, lpips_loss 0.2040, g_loss 0.0275, disc_weight 0.4000, disc_adaptive_weight 3.3489, d_loss 0.4002, logits_real -0.0255, logits_fake -0.0279,
Train Epoch: [1/5] Iters:[11630/20018] gen_loss 0.3180, rec_loss 0.0276, lpips_loss 0.2034, g_loss 0.0268, disc_weight 0.4000, disc_adaptive_weight 3.2300, d_loss 0.4002, logits_real -0.0248, logits_fake -0.0272,
Train Epoch: [1/5] Iters:[11640/20018] gen_loss 0.3140, rec_loss 0.0274, lpips_loss 0.2033, g_loss 0.0265, disc_weight 0.4000, disc_adaptive_weight 3.1326, d_loss 0.4002, logits_real -0.0243, logits_fake -0.0269,
Train Epoch: [1/5] Iters:[11650/20018] gen_loss 0.3121, rec_loss 0.0282, lpips_loss 0.2054, g_loss 0.0261, disc_weight 0.4000, disc_adaptive_weight 3.0107, d_loss 0.4001, logits_real -0.0238, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[11660/20018] gen_loss 0.3109, rec_loss 0.0278, lpips_loss 0.2042, g_loss 0.0260, disc_weight 0.4000, disc_adaptive_weight 3.0278, d_loss 0.4001, logits_real -0.0236, logits_fake -0.0264,
Train Epoch: [1/5] Iters:[11670/20018] gen_loss 0.3124, rec_loss 0.0284, lpips_loss 0.2046, g_loss 0.0258, disc_weight 0.4000, disc_adaptive_weight 3.0808, d_loss 0.4001, logits_real -0.0233, logits_fake -0.0262,
Train Epoch: [1/5] Iters:[11680/20018] gen_loss 0.3190, rec_loss 0.0287, lpips_loss 0.2049, g_loss 0.0256, disc_weight 0.4000, disc_adaptive_weight 3.3481, d_loss 0.4002, logits_real -0.0233, logits_fake -0.0260,
Train Epoch: [1/5] Iters:[11690/20018] gen_loss 0.3214, rec_loss 0.0291, lpips_loss 0.2051, g_loss 0.0253, disc_weight 0.4000, disc_adaptive_weight 3.4545, d_loss 0.4002, logits_real -0.0230, logits_fake -0.0255,
Train Epoch: [1/5] Iters:[11700/20018] gen_loss 0.3210, rec_loss 0.0289, lpips_loss 0.2023, g_loss 0.0251, disc_weight 0.4000, disc_adaptive_weight 3.5837, d_loss 0.4003, logits_real -0.0230, logits_fake -0.0252,
Train Epoch: [1/5] Iters:[11710/20018] gen_loss 0.3247, rec_loss 0.0291, lpips_loss 0.2028, g_loss 0.0248, disc_weight 0.4000, disc_adaptive_weight 3.7381, d_loss 0.4003, logits_real -0.0226, logits_fake -0.0248,
Train Epoch: [1/5] Iters:[11720/20018] gen_loss 0.3200, rec_loss 0.0286, lpips_loss 0.2020, g_loss 0.0247, disc_weight 0.4000, disc_adaptive_weight 3.6149, d_loss 0.4003, logits_real -0.0224, logits_fake -0.0246,
Train Epoch: [1/5] Iters:[11730/20018] gen_loss 0.3133, rec_loss 0.0284, lpips_loss 0.2018, g_loss 0.0246, disc_weight 0.4000, disc_adaptive_weight 3.3748, d_loss 0.4003, logits_real -0.0220, logits_fake -0.0244,
Train Epoch: [1/5] Iters:[11740/20018] gen_loss 0.3109, rec_loss 0.0279, lpips_loss 0.2014, g_loss 0.0247, disc_weight 0.4000, disc_adaptive_weight 3.3008, d_loss 0.4002, logits_real -0.0219, logits_fake -0.0245,
Train Epoch: [1/5] Iters:[11750/20018] gen_loss 0.3115, rec_loss 0.0281, lpips_loss 0.2018, g_loss 0.0250, disc_weight 0.4000, disc_adaptive_weight 3.2592, d_loss 0.4001, logits_real -0.0221, logits_fake -0.0249,
Train Epoch: [1/5] Iters:[11760/20018] gen_loss 0.3143, rec_loss 0.0279, lpips_loss 0.2024, g_loss 0.0253, disc_weight 0.4000, disc_adaptive_weight 3.3101, d_loss 0.4001, logits_real -0.0226, logits_fake -0.0254,
Train Epoch: [1/5] Iters:[11770/20018] gen_loss 0.3234, rec_loss 0.0286, lpips_loss 0.2035, g_loss 0.0257, disc_weight 0.4000, disc_adaptive_weight 3.5345, d_loss 0.4002, logits_real -0.0230, logits_fake -0.0255,
Train Epoch: [1/5] Iters:[11780/20018] gen_loss 0.3308, rec_loss 0.0284, lpips_loss 0.2033, g_loss 0.0262, disc_weight 0.4000, disc_adaptive_weight 3.7622, d_loss 0.4002, logits_real -0.0237, logits_fake -0.0261,
Train Epoch: [1/5] Iters:[11790/20018] gen_loss 0.3328, rec_loss 0.0288, lpips_loss 0.2034, g_loss 0.0265, disc_weight 0.4000, disc_adaptive_weight 3.7888, d_loss 0.4002, logits_real -0.0243, logits_fake -0.0265,
Train Epoch: [1/5] Iters:[11800/20018] gen_loss 0.3320, rec_loss 0.0282, lpips_loss 0.2027, g_loss 0.0268, disc_weight 0.4000, disc_adaptive_weight 3.7618, d_loss 0.4003, logits_real -0.0248, logits_fake -0.0268,
Train Epoch: [1/5] Iters:[11810/20018] gen_loss 0.3259, rec_loss 0.0287, lpips_loss 0.2023, g_loss 0.0272, disc_weight 0.4000, disc_adaptive_weight 3.4821, d_loss 0.4003, logits_real -0.0250, logits_fake -0.0271,
Train Epoch: [1/5] Iters:[11820/20018] gen_loss 0.3219, rec_loss 0.0279, lpips_loss 0.2008, g_loss 0.0276, disc_weight 0.4000, disc_adaptive_weight 3.3681, d_loss 0.4002, logits_real -0.0253, logits_fake -0.0277,
Train Epoch: [1/5] Iters:[11830/20018] gen_loss 0.3223, rec_loss 0.0281, lpips_loss 0.2011, g_loss 0.0279, disc_weight 0.4000, disc_adaptive_weight 3.3258, d_loss 0.4002, logits_real -0.0255, logits_fake -0.0280,
Train Epoch: [1/5] Iters:[11840/20018] gen_loss 0.3200, rec_loss 0.0279, lpips_loss 0.2001, g_loss 0.0280, disc_weight 0.4000, disc_adaptive_weight 3.2737, d_loss 0.4002, logits_real -0.0257, logits_fake -0.0282,
Train Epoch: [1/5] Iters:[11850/20018] gen_loss 0.3190, rec_loss 0.0282, lpips_loss 0.2004, g_loss 0.0281, disc_weight 0.4000, disc_adaptive_weight 3.2091, d_loss 0.4001, logits_real -0.0255, logits_fake -0.0283,
Train Epoch: [1/5] Iters:[11860/20018] gen_loss 0.3234, rec_loss 0.0278, lpips_loss 0.2003, g_loss 0.0284, disc_weight 0.4000, disc_adaptive_weight 3.3449, d_loss 0.4001, logits_real -0.0256, logits_fake -0.0285,
Train Epoch: [1/5] Iters:[11870/20018] gen_loss 0.3251, rec_loss 0.0276, lpips_loss 0.2004, g_loss 0.0284, disc_weight 0.4000, disc_adaptive_weight 3.4064, d_loss 0.4001, logits_real -0.0257, logits_fake -0.0285,
Train Epoch: [1/5] Iters:[11880/20018] gen_loss 0.3195, rec_loss 0.0275, lpips_loss 0.2008, g_loss 0.0282, disc_weight 0.4000, disc_adaptive_weight 3.2214, d_loss 0.4001, logits_real -0.0256, logits_fake -0.0284,
Train Epoch: [1/5] Iters:[11890/20018] gen_loss 0.3221, rec_loss 0.0275, lpips_loss 0.2019, g_loss 0.0284, disc_weight 0.4000, disc_adaptive_weight 3.2480, d_loss 0.4001, logits_real -0.0254, logits_fake -0.0282,
Train Epoch: [1/5] Iters:[11900/20018] gen_loss 0.3223, rec_loss 0.0272, lpips_loss 0.2015, g_loss 0.0282, disc_weight 0.4000, disc_adaptive_weight 3.3100, d_loss 0.4001, logits_real -0.0254, logits_fake -0.0281,
Train Epoch: [1/5] Iters:[11910/20018] gen_loss 0.3196, rec_loss 0.0273, lpips_loss 0.2016, g_loss 0.0279, disc_weight 0.4000, disc_adaptive_weight 3.2549, d_loss 0.4002, logits_real -0.0252, logits_fake -0.0277,
Train Epoch: [1/5] Iters:[11920/20018] gen_loss 0.3161, rec_loss 0.0275, lpips_loss 0.2008, g_loss 0.0279, disc_weight 0.4000, disc_adaptive_weight 3.1642, d_loss 0.4002, logits_real -0.0251, logits_fake -0.0276,
Train Epoch: [1/5] Iters:[11930/20018] gen_loss 0.3171, rec_loss 0.0275, lpips_loss 0.2009, g_loss 0.0280, disc_weight 0.4000, disc_adaptive_weight 3.1781, d_loss 0.4001, logits_real -0.0250, logits_fake -0.0278,
Train Epoch: [1/5] Iters:[11940/20018] gen_loss 0.3177, rec_loss 0.0275, lpips_loss 0.2012, g_loss 0.0279, disc_weight 0.4000, disc_adaptive_weight 3.1942, d_loss 0.4001, logits_real -0.0251, logits_fake -0.0280,
Train Epoch: [1/5] Iters:[11950/20018] gen_loss 0.3242, rec_loss 0.0274, lpips_loss 0.2013, g_loss 0.0285, disc_weight 0.4000, disc_adaptive_weight 3.3363, d_loss 0.4000, logits_real -0.0255, logits_fake -0.0286,
Train Epoch: [1/5] Iters:[11960/20018] gen_loss 0.3261, rec_loss 0.0275, lpips_loss 0.2012, g_loss 0.0290, disc_weight 0.4000, disc_adaptive_weight 3.3429, d_loss 0.4001, logits_real -0.0260, logits_fake -0.0291,
Train Epoch: [1/5] Iters:[11970/20018] gen_loss 0.3267, rec_loss 0.0276, lpips_loss 0.2018, g_loss 0.0295, disc_weight 0.4000, disc_adaptive_weight 3.2882, d_loss 0.4000, logits_real -0.0263, logits_fake -0.0296,
Train Epoch: [1/5] Iters:[11980/20018] gen_loss 0.3293, rec_loss 0.0277, lpips_loss 0.2020, g_loss 0.0296, disc_weight 0.4000, disc_adaptive_weight 3.3669, d_loss 0.4001, logits_real -0.0267, logits_fake -0.0298,
Train Epoch: [1/5] Iters:[11990/20018] gen_loss 0.3319, rec_loss 0.0276, lpips_loss 0.2015, g_loss 0.0296, disc_weight 0.4000, disc_adaptive_weight 3.4759, d_loss 0.4001, logits_real -0.0269, logits_fake -0.0298,
Train Epoch: [1/5] Iters:[12000/20018] gen_loss 0.3304, rec_loss 0.0282, lpips_loss 0.2018, g_loss 0.0291, disc_weight 0.4000, disc_adaptive_weight 3.4773, d_loss 0.4002, logits_real -0.0267, logits_fake -0.0293,
Train Epoch: [1/5] Iters:[12010/20018] gen_loss 0.3317, rec_loss 0.0287, lpips_loss 0.2018, g_loss 0.0286, disc_weight 0.4000, disc_adaptive_weight 3.5532, d_loss 0.4001, logits_real -0.0262, logits_fake -0.0289,
Train Epoch: [1/5] Iters:[12020/20018] gen_loss 0.3330, rec_loss 0.0291, lpips_loss 0.2027, g_loss 0.0281, disc_weight 0.4000, disc_adaptive_weight 3.6081, d_loss 0.4001, logits_real -0.0258, logits_fake -0.0285,
