dataset_dir: /projects/yuanai/data/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 16384
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 0.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: ema_vq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
path: bc
checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/Refinement/ImageNet
results_dir: /projects/yuanai/projects/VQ-Transplant2/results/Refinement/ImageNet
saver_dir: /projects/yuanai/projects/VQ-Transplant2/saver/Refinement/ImageNet
reconstruction_dir: /projects/yuanai/projects/VQ-Transplant2/reconstruction/Refinement/ImageNet
yaml_dir: /projects/yuanai/projects/VQ-Transplant2/yaml/Refinement/ImageNet
pretrained_tokenizer: /projects/yuanai/projects/VQ-Transplant2/pretrained_tokenizer/model.ckpt
checkpoint_name: checkpoint-ema_vq_transplant_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/
data_pre: ImageNet
model_pre: model_16384_8_1
loss_pre: loss_1.0_1.0_0.0_0.4
training_pre: ema_vq_refinement_False
saver_name_pre: ema_vq_refinement_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
Working with z of shape (1, 16, 16, 16) = 4096 dimensions.
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
VQ Model Parameters: 69609635
loaded pretrained LPIPS loss from /projects/yuanai/projects/VQ-Transplant2/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss -0.3434, rec_loss 0.0227, lpips_loss 0.2098, g_loss -0.1963, disc_weight 0.4000, disc_adaptive_weight 2.9271, d_loss 2.4128, logits_real 0.1960, logits_fake 0.1949,
Train Epoch: [1/5] Iters:[11250/20018] gen_loss 0.1577, rec_loss 0.0271, lpips_loss 0.2033, g_loss -0.0257, disc_weight 0.4000, disc_adaptive_weight 2.8422, d_loss 0.4003, logits_real 0.0278, logits_fake 0.0255,
Train Epoch: [1/5] Iters:[11260/20018] gen_loss 0.1580, rec_loss 0.0271, lpips_loss 0.2037, g_loss -0.0253, disc_weight 0.4000, disc_adaptive_weight 2.8759, d_loss 0.4003, logits_real 0.0276, logits_fake 0.0254,
Train Epoch: [1/5] Iters:[11270/20018] gen_loss 0.1577, rec_loss 0.0274, lpips_loss 0.2043, g_loss -0.0253, disc_weight 0.4000, disc_adaptive_weight 2.9303, d_loss 0.4003, logits_real 0.0275, logits_fake 0.0254,
Train Epoch: [1/5] Iters:[11280/20018] gen_loss 0.1578, rec_loss 0.0282, lpips_loss 0.2042, g_loss -0.0256, disc_weight 0.4000, disc_adaptive_weight 2.9158, d_loss 0.4004, logits_real 0.0276, logits_fake 0.0257,
Train Epoch: [1/5] Iters:[11290/20018] gen_loss 0.1583, rec_loss 0.0282, lpips_loss 0.2045, g_loss -0.0259, disc_weight 0.4000, disc_adaptive_weight 2.8720, d_loss 0.4003, logits_real 0.0280, logits_fake 0.0260,
Train Epoch: [1/5] Iters:[11300/20018] gen_loss 0.1558, rec_loss 0.0284, lpips_loss 0.2049, g_loss -0.0259, disc_weight 0.4000, disc_adaptive_weight 3.0000, d_loss 0.4004, logits_real 0.0281, logits_fake 0.0262,
Train Epoch: [1/5] Iters:[11310/20018] gen_loss 0.1557, rec_loss 0.0282, lpips_loss 0.2041, g_loss -0.0261, disc_weight 0.4000, disc_adaptive_weight 2.9414, d_loss 0.4004, logits_real 0.0284, logits_fake 0.0264,
Train Epoch: [1/5] Iters:[11320/20018] gen_loss 0.1538, rec_loss 0.0274, lpips_loss 0.2032, g_loss -0.0264, disc_weight 0.4000, disc_adaptive_weight 2.9122, d_loss 0.4004, logits_real 0.0286, logits_fake 0.0266,
Train Epoch: [1/5] Iters:[11330/20018] gen_loss 0.1545, rec_loss 0.0277, lpips_loss 0.2042, g_loss -0.0267, disc_weight 0.4000, disc_adaptive_weight 2.9073, d_loss 0.4003, logits_real 0.0289, logits_fake 0.0269,
Train Epoch: [1/5] Iters:[11340/20018] gen_loss 0.1554, rec_loss 0.0278, lpips_loss 0.2039, g_loss -0.0265, disc_weight 0.4000, disc_adaptive_weight 2.8878, d_loss 0.4003, logits_real 0.0289, logits_fake 0.0267,
Train Epoch: [1/5] Iters:[11350/20018] gen_loss 0.1571, rec_loss 0.0275, lpips_loss 0.2027, g_loss -0.0264, disc_weight 0.4000, disc_adaptive_weight 2.7740, d_loss 0.4002, logits_real 0.0289, logits_fake 0.0263,
Train Epoch: [1/5] Iters:[11360/20018] gen_loss 0.1606, rec_loss 0.0275, lpips_loss 0.2035, g_loss -0.0262, disc_weight 0.4000, disc_adaptive_weight 2.6937, d_loss 0.4002, logits_real 0.0287, logits_fake 0.0260,
Train Epoch: [1/5] Iters:[11370/20018] gen_loss 0.1611, rec_loss 0.0278, lpips_loss 0.2032, g_loss -0.0257, disc_weight 0.4000, disc_adaptive_weight 2.7287, d_loss 0.4002, logits_real 0.0283, logits_fake 0.0257,
Train Epoch: [1/5] Iters:[11380/20018] gen_loss 0.1582, rec_loss 0.0271, lpips_loss 0.2016, g_loss -0.0255, disc_weight 0.4000, disc_adaptive_weight 2.7743, d_loss 0.4002, logits_real 0.0280, logits_fake 0.0253,
Train Epoch: [1/5] Iters:[11390/20018] gen_loss 0.1506, rec_loss 0.0267, lpips_loss 0.2000, g_loss -0.0255, disc_weight 0.4000, disc_adaptive_weight 2.9819, d_loss 0.4002, logits_real 0.0278, logits_fake 0.0252,
Train Epoch: [1/5] Iters:[11400/20018] gen_loss 0.1476, rec_loss 0.0269, lpips_loss 0.2012, g_loss -0.0260, disc_weight 0.4000, disc_adaptive_weight 3.0953, d_loss 0.4003, logits_real 0.0282, logits_fake 0.0258,
Train Epoch: [1/5] Iters:[11410/20018] gen_loss 0.1415, rec_loss 0.0273, lpips_loss 0.2014, g_loss -0.0264, disc_weight 0.4000, disc_adaptive_weight 3.3088, d_loss 0.4003, logits_real 0.0284, logits_fake 0.0262,
Train Epoch: [1/5] Iters:[11420/20018] gen_loss 0.1391, rec_loss 0.0279, lpips_loss 0.2023, g_loss -0.0267, disc_weight 0.4000, disc_adaptive_weight 3.4123, d_loss 0.4003, logits_real 0.0286, logits_fake 0.0264,
Train Epoch: [1/5] Iters:[11430/20018] gen_loss 0.1401, rec_loss 0.0282, lpips_loss 0.2034, g_loss -0.0269, disc_weight 0.4000, disc_adaptive_weight 3.4018, d_loss 0.4003, logits_real 0.0288, logits_fake 0.0264,
Train Epoch: [1/5] Iters:[11440/20018] gen_loss 0.1475, rec_loss 0.0291, lpips_loss 0.2050, g_loss -0.0267, disc_weight 0.4000, disc_adaptive_weight 3.2370, d_loss 0.4003, logits_real 0.0290, logits_fake 0.0265,
Train Epoch: [1/5] Iters:[11450/20018] gen_loss 0.1490, rec_loss 0.0292, lpips_loss 0.2051, g_loss -0.0261, disc_weight 0.4000, disc_adaptive_weight 3.2705, d_loss 0.4002, logits_real 0.0287, logits_fake 0.0259,
Train Epoch: [1/5] Iters:[11460/20018] gen_loss 0.1519, rec_loss 0.0284, lpips_loss 0.2034, g_loss -0.0254, disc_weight 0.4000, disc_adaptive_weight 3.1486, d_loss 0.4002, logits_real 0.0282, logits_fake 0.0253,
Train Epoch: [1/5] Iters:[11470/20018] gen_loss 0.1533, rec_loss 0.0281, lpips_loss 0.2022, g_loss -0.0247, disc_weight 0.4000, disc_adaptive_weight 3.1400, d_loss 0.4002, logits_real 0.0276, logits_fake 0.0247,
Train Epoch: [1/5] Iters:[11480/20018] gen_loss 0.1538, rec_loss 0.0281, lpips_loss 0.2024, g_loss -0.0243, disc_weight 0.4000, disc_adaptive_weight 3.1774, d_loss 0.4002, logits_real 0.0271, logits_fake 0.0243,
Train Epoch: [1/5] Iters:[11490/20018] gen_loss 0.1496, rec_loss 0.0276, lpips_loss 0.2011, g_loss -0.0240, disc_weight 0.4000, disc_adaptive_weight 3.3018, d_loss 0.4002, logits_real 0.0266, logits_fake 0.0240,
Train Epoch: [1/5] Iters:[11500/20018] gen_loss 0.1500, rec_loss 0.0279, lpips_loss 0.2011, g_loss -0.0241, disc_weight 0.4000, disc_adaptive_weight 3.2797, d_loss 0.4003, logits_real 0.0265, logits_fake 0.0240,
Train Epoch: [1/5] Iters:[11510/20018] gen_loss 0.1495, rec_loss 0.0280, lpips_loss 0.2014, g_loss -0.0243, disc_weight 0.4000, disc_adaptive_weight 3.2920, d_loss 0.4003, logits_real 0.0265, logits_fake 0.0243,
Train Epoch: [1/5] Iters:[11520/20018] gen_loss 0.1527, rec_loss 0.0282, lpips_loss 0.2037, g_loss -0.0249, disc_weight 0.4000, disc_adaptive_weight 3.1878, d_loss 0.4003, logits_real 0.0270, logits_fake 0.0248,
Train Epoch: [1/5] Iters:[11530/20018] gen_loss 0.1533, rec_loss 0.0286, lpips_loss 0.2041, g_loss -0.0252, disc_weight 0.4000, disc_adaptive_weight 3.1619, d_loss 0.4003, logits_real 0.0275, logits_fake 0.0252,
Train Epoch: [1/5] Iters:[11540/20018] gen_loss 0.1538, rec_loss 0.0284, lpips_loss 0.2047, g_loss -0.0256, disc_weight 0.4000, disc_adaptive_weight 3.1119, d_loss 0.4003, logits_real 0.0280, logits_fake 0.0258,
Train Epoch: [1/5] Iters:[11550/20018] gen_loss 0.1530, rec_loss 0.0283, lpips_loss 0.2039, g_loss -0.0257, disc_weight 0.4000, disc_adaptive_weight 3.0902, d_loss 0.4004, logits_real 0.0280, logits_fake 0.0260,
Train Epoch: [1/5] Iters:[11560/20018] gen_loss 0.1435, rec_loss 0.0285, lpips_loss 0.2047, g_loss -0.0262, disc_weight 0.4000, disc_adaptive_weight 3.4168, d_loss 0.4004, logits_real 0.0286, logits_fake 0.0265,
Train Epoch: [1/5] Iters:[11570/20018] gen_loss 0.1360, rec_loss 0.0285, lpips_loss 0.2032, g_loss -0.0264, disc_weight 0.4000, disc_adaptive_weight 3.6123, d_loss 0.4003, logits_real 0.0290, logits_fake 0.0269,
Train Epoch: [1/5] Iters:[11580/20018] gen_loss 0.1379, rec_loss 0.0280, lpips_loss 0.2023, g_loss -0.0265, disc_weight 0.4000, disc_adaptive_weight 3.4855, d_loss 0.4004, logits_real 0.0289, logits_fake 0.0268,
Train Epoch: [1/5] Iters:[11590/20018] gen_loss 0.1377, rec_loss 0.0280, lpips_loss 0.2022, g_loss -0.0264, disc_weight 0.4000, disc_adaptive_weight 3.4933, d_loss 0.4003, logits_real 0.0286, logits_fake 0.0264,
Train Epoch: [1/5] Iters:[11600/20018] gen_loss 0.1378, rec_loss 0.0273, lpips_loss 0.2030, g_loss -0.0265, disc_weight 0.4000, disc_adaptive_weight 3.4838, d_loss 0.4003, logits_real 0.0287, logits_fake 0.0265,
Train Epoch: [1/5] Iters:[11610/20018] gen_loss 0.1445, rec_loss 0.0274, lpips_loss 0.2031, g_loss -0.0265, disc_weight 0.4000, disc_adaptive_weight 3.2464, d_loss 0.4003, logits_real 0.0288, logits_fake 0.0263,
Train Epoch: [1/5] Iters:[11620/20018] gen_loss 0.1517, rec_loss 0.0270, lpips_loss 0.2038, g_loss -0.0264, disc_weight 0.4000, disc_adaptive_weight 3.0024, d_loss 0.4003, logits_real 0.0284, logits_fake 0.0262,
Train Epoch: [1/5] Iters:[11630/20018] gen_loss 0.1492, rec_loss 0.0271, lpips_loss 0.2032, g_loss -0.0264, disc_weight 0.4000, disc_adaptive_weight 3.0841, d_loss 0.4004, logits_real 0.0282, logits_fake 0.0263,
Train Epoch: [1/5] Iters:[11640/20018] gen_loss 0.1496, rec_loss 0.0269, lpips_loss 0.2031, g_loss -0.0264, disc_weight 0.4000, disc_adaptive_weight 3.0606, d_loss 0.4004, logits_real 0.0283, logits_fake 0.0263,
Train Epoch: [1/5] Iters:[11650/20018] gen_loss 0.1535, rec_loss 0.0276, lpips_loss 0.2049, g_loss -0.0263, disc_weight 0.4000, disc_adaptive_weight 3.0069, d_loss 0.4003, logits_real 0.0283, logits_fake 0.0262,
Train Epoch: [1/5] Iters:[11660/20018] gen_loss 0.1548, rec_loss 0.0272, lpips_loss 0.2039, g_loss -0.0262, disc_weight 0.4000, disc_adaptive_weight 2.9228, d_loss 0.4004, logits_real 0.0282, logits_fake 0.0262,
Train Epoch: [1/5] Iters:[11670/20018] gen_loss 0.1499, rec_loss 0.0277, lpips_loss 0.2041, g_loss -0.0265, disc_weight 0.4000, disc_adaptive_weight 3.0887, d_loss 0.4003, logits_real 0.0285, logits_fake 0.0262,
Train Epoch: [1/5] Iters:[11680/20018] gen_loss 0.1457, rec_loss 0.0278, lpips_loss 0.2043, g_loss -0.0268, disc_weight 0.4000, disc_adaptive_weight 3.2212, d_loss 0.4003, logits_real 0.0290, logits_fake 0.0266,
Train Epoch: [1/5] Iters:[11690/20018] gen_loss 0.1370, rec_loss 0.0281, lpips_loss 0.2048, g_loss -0.0274, disc_weight 0.4000, disc_adaptive_weight 3.4700, d_loss 0.4003, logits_real 0.0296, logits_fake 0.0273,
Train Epoch: [1/5] Iters:[11700/20018] gen_loss 0.1324, rec_loss 0.0278, lpips_loss 0.2022, g_loss -0.0282, disc_weight 0.4000, disc_adaptive_weight 3.4531, d_loss 0.4003, logits_real 0.0300, logits_fake 0.0278,
Train Epoch: [1/5] Iters:[11710/20018] gen_loss 0.1264, rec_loss 0.0280, lpips_loss 0.2028, g_loss -0.0286, disc_weight 0.4000, disc_adaptive_weight 3.6468, d_loss 0.4003, logits_real 0.0306, logits_fake 0.0283,
Train Epoch: [1/5] Iters:[11720/20018] gen_loss 0.1204, rec_loss 0.0276, lpips_loss 0.2021, g_loss -0.0289, disc_weight 0.4000, disc_adaptive_weight 3.7757, d_loss 0.4003, logits_real 0.0309, logits_fake 0.0287,
Train Epoch: [1/5] Iters:[11730/20018] gen_loss 0.1198, rec_loss 0.0278, lpips_loss 0.2022, g_loss -0.0293, disc_weight 0.4000, disc_adaptive_weight 3.7655, d_loss 0.4003, logits_real 0.0312, logits_fake 0.0289,
Train Epoch: [1/5] Iters:[11740/20018] gen_loss 0.1261, rec_loss 0.0277, lpips_loss 0.2017, g_loss -0.0291, disc_weight 0.4000, disc_adaptive_weight 3.5491, d_loss 0.4004, logits_real 0.0312, logits_fake 0.0291,
Train Epoch: [1/5] Iters:[11750/20018] gen_loss 0.1241, rec_loss 0.0282, lpips_loss 0.2020, g_loss -0.0290, disc_weight 0.4000, disc_adaptive_weight 3.6653, d_loss 0.4004, logits_real 0.0311, logits_fake 0.0291,
Train Epoch: [1/5] Iters:[11760/20018] gen_loss 0.1282, rec_loss 0.0281, lpips_loss 0.2026, g_loss -0.0289, disc_weight 0.4000, disc_adaptive_weight 3.5462, d_loss 0.4004, logits_real 0.0308, logits_fake 0.0289,
Train Epoch: [1/5] Iters:[11770/20018] gen_loss 0.1376, rec_loss 0.0289, lpips_loss 0.2036, g_loss -0.0284, disc_weight 0.4000, disc_adaptive_weight 3.3378, d_loss 0.4004, logits_real 0.0305, logits_fake 0.0287,
Train Epoch: [1/5] Iters:[11780/20018] gen_loss 0.1421, rec_loss 0.0282, lpips_loss 0.2033, g_loss -0.0279, disc_weight 0.4000, disc_adaptive_weight 3.1916, d_loss 0.4004, logits_real 0.0300, logits_fake 0.0282,
Train Epoch: [1/5] Iters:[11790/20018] gen_loss 0.1443, rec_loss 0.0280, lpips_loss 0.2031, g_loss -0.0276, disc_weight 0.4000, disc_adaptive_weight 3.1381, d_loss 0.4004, logits_real 0.0296, logits_fake 0.0276,
Train Epoch: [1/5] Iters:[11800/20018] gen_loss 0.1463, rec_loss 0.0272, lpips_loss 0.2025, g_loss -0.0271, disc_weight 0.4000, disc_adaptive_weight 3.0785, d_loss 0.4004, logits_real 0.0291, logits_fake 0.0272,
Train Epoch: [1/5] Iters:[11810/20018] gen_loss 0.1466, rec_loss 0.0275, lpips_loss 0.2021, g_loss -0.0268, disc_weight 0.4000, disc_adaptive_weight 3.1084, d_loss 0.4004, logits_real 0.0290, logits_fake 0.0271,
Train Epoch: [1/5] Iters:[11820/20018] gen_loss 0.1421, rec_loss 0.0268, lpips_loss 0.2007, g_loss -0.0269, disc_weight 0.4000, disc_adaptive_weight 3.1838, d_loss 0.4003, logits_real 0.0290, logits_fake 0.0271,
Train Epoch: [1/5] Iters:[11830/20018] gen_loss 0.1393, rec_loss 0.0272, lpips_loss 0.2012, g_loss -0.0270, disc_weight 0.4000, disc_adaptive_weight 3.3047, d_loss 0.4004, logits_real 0.0290, logits_fake 0.0272,
Train Epoch: [1/5] Iters:[11840/20018] gen_loss 0.1396, rec_loss 0.0273, lpips_loss 0.2009, g_loss -0.0273, disc_weight 0.4000, disc_adaptive_weight 3.2607, d_loss 0.4004, logits_real 0.0290, logits_fake 0.0273,
Train Epoch: [1/5] Iters:[11850/20018] gen_loss 0.1416, rec_loss 0.0275, lpips_loss 0.2008, g_loss -0.0275, disc_weight 0.4000, disc_adaptive_weight 3.1635, d_loss 0.4003, logits_real 0.0294, logits_fake 0.0273,
Train Epoch: [1/5] Iters:[11860/20018] gen_loss 0.1419, rec_loss 0.0271, lpips_loss 0.2004, g_loss -0.0276, disc_weight 0.4000, disc_adaptive_weight 3.1123, d_loss 0.4003, logits_real 0.0293, logits_fake 0.0272,
Train Epoch: [1/5] Iters:[11870/20018] gen_loss 0.1447, rec_loss 0.0269, lpips_loss 0.2005, g_loss -0.0272, disc_weight 0.4000, disc_adaptive_weight 3.0433, d_loss 0.4002, logits_real 0.0293, logits_fake 0.0268,
Train Epoch: [1/5] Iters:[11880/20018] gen_loss 0.1475, rec_loss 0.0269, lpips_loss 0.2010, g_loss -0.0270, disc_weight 0.4000, disc_adaptive_weight 2.9874, d_loss 0.4002, logits_real 0.0294, logits_fake 0.0266,
Train Epoch: [1/5] Iters:[11890/20018] gen_loss 0.1458, rec_loss 0.0271, lpips_loss 0.2018, g_loss -0.0270, disc_weight 0.4000, disc_adaptive_weight 3.0887, d_loss 0.4002, logits_real 0.0295, logits_fake 0.0267,
Train Epoch: [1/5] Iters:[11900/20018] gen_loss 0.1442, rec_loss 0.0270, lpips_loss 0.2021, g_loss -0.0271, disc_weight 0.4000, disc_adaptive_weight 3.1440, d_loss 0.4002, logits_real 0.0294, logits_fake 0.0270,
Train Epoch: [1/5] Iters:[11910/20018] gen_loss 0.1429, rec_loss 0.0274, lpips_loss 0.2025, g_loss -0.0273, disc_weight 0.4000, disc_adaptive_weight 3.1958, d_loss 0.4003, logits_real 0.0295, logits_fake 0.0272,
Train Epoch: [1/5] Iters:[11920/20018] gen_loss 0.1425, rec_loss 0.0277, lpips_loss 0.2018, g_loss -0.0276, disc_weight 0.4000, disc_adaptive_weight 3.1611, d_loss 0.4003, logits_real 0.0296, logits_fake 0.0275,
Train Epoch: [1/5] Iters:[11930/20018] gen_loss 0.1428, rec_loss 0.0276, lpips_loss 0.2017, g_loss -0.0277, disc_weight 0.4000, disc_adaptive_weight 3.1262, d_loss 0.4003, logits_real 0.0296, logits_fake 0.0276,
Train Epoch: [1/5] Iters:[11940/20018] gen_loss 0.1441, rec_loss 0.0275, lpips_loss 0.2021, g_loss -0.0275, disc_weight 0.4000, disc_adaptive_weight 3.1105, d_loss 0.4003, logits_real 0.0296, logits_fake 0.0274,
Train Epoch: [1/5] Iters:[11950/20018] gen_loss 0.1433, rec_loss 0.0273, lpips_loss 0.2018, g_loss -0.0273, disc_weight 0.4000, disc_adaptive_weight 3.1484, d_loss 0.4003, logits_real 0.0294, logits_fake 0.0271,
Train Epoch: [1/5] Iters:[11960/20018] gen_loss 0.1456, rec_loss 0.0273, lpips_loss 0.2017, g_loss -0.0268, disc_weight 0.4000, disc_adaptive_weight 3.1174, d_loss 0.4003, logits_real 0.0291, logits_fake 0.0269,
Train Epoch: [1/5] Iters:[11970/20018] gen_loss 0.1449, rec_loss 0.0276, lpips_loss 0.2023, g_loss -0.0264, disc_weight 0.4000, disc_adaptive_weight 3.2344, d_loss 0.4003, logits_real 0.0288, logits_fake 0.0265,
Train Epoch: [1/5] Iters:[11980/20018] gen_loss 0.1433, rec_loss 0.0277, lpips_loss 0.2026, g_loss -0.0261, disc_weight 0.4000, disc_adaptive_weight 3.3400, d_loss 0.4003, logits_real 0.0285, logits_fake 0.0262,
Train Epoch: [1/5] Iters:[11990/20018] gen_loss 0.1452, rec_loss 0.0273, lpips_loss 0.2018, g_loss -0.0259, disc_weight 0.4000, disc_adaptive_weight 3.2445, d_loss 0.4003, logits_real 0.0282, logits_fake 0.0260,
Train Epoch: [1/5] Iters:[12000/20018] gen_loss 0.1483, rec_loss 0.0273, lpips_loss 0.2016, g_loss -0.0256, disc_weight 0.4000, disc_adaptive_weight 3.1546, d_loss 0.4002, logits_real 0.0280, logits_fake 0.0257,
Train Epoch: [1/5] Iters:[12010/20018] gen_loss 0.1496, rec_loss 0.0273, lpips_loss 0.2013, g_loss -0.0256, disc_weight 0.4000, disc_adaptive_weight 3.0903, d_loss 0.4002, logits_real 0.0282, logits_fake 0.0256,
Train Epoch: [1/5] Iters:[12020/20018] gen_loss 0.1536, rec_loss 0.0272, lpips_loss 0.2022, g_loss -0.0257, disc_weight 0.4000, disc_adaptive_weight 2.9614, d_loss 0.4002, logits_real 0.0282, logits_fake 0.0257,
Train Epoch: [1/5] Iters:[12030/20018] gen_loss 0.1507, rec_loss 0.0269, lpips_loss 0.2012, g_loss -0.0258, disc_weight 0.4000, disc_adaptive_weight 3.0134, d_loss 0.4003, logits_real 0.0283, logits_fake 0.0260,
Train Epoch: [1/5] Iters:[12040/20018] gen_loss 0.1488, rec_loss 0.0273, lpips_loss 0.2014, g_loss -0.0262, disc_weight 0.4000, disc_adaptive_weight 3.0697, d_loss 0.4003, logits_real 0.0286, logits_fake 0.0262,
Train Epoch: [1/5] Iters:[12050/20018] gen_loss 0.1482, rec_loss 0.0276, lpips_loss 0.2021, g_loss -0.0264, disc_weight 0.4000, disc_adaptive_weight 3.1054, d_loss 0.4003, logits_real 0.0287, logits_fake 0.0265,
Train Epoch: [1/5] Iters:[12060/20018] gen_loss 0.1465, rec_loss 0.0272, lpips_loss 0.2019, g_loss -0.0268, disc_weight 0.4000, disc_adaptive_weight 3.1071, d_loss 0.4003, logits_real 0.0289, logits_fake 0.0267,
Train Epoch: [1/5] Iters:[12070/20018] gen_loss 0.1464, rec_loss 0.0268, lpips_loss 0.2011, g_loss -0.0269, disc_weight 0.4000, disc_adaptive_weight 3.0392, d_loss 0.4003, logits_real 0.0290, logits_fake 0.0270,
Train Epoch: [1/5] Iters:[12080/20018] gen_loss 0.1507, rec_loss 0.0269, lpips_loss 0.2017, g_loss -0.0272, disc_weight 0.4000, disc_adaptive_weight 2.8669, d_loss 0.4003, logits_real 0.0292, logits_fake 0.0272,
Train Epoch: [1/5] Iters:[12090/20018] gen_loss 0.1517, rec_loss 0.0264, lpips_loss 0.2015, g_loss -0.0270, disc_weight 0.4000, disc_adaptive_weight 2.8258, d_loss 0.4003, logits_real 0.0291, logits_fake 0.0271,
Train Epoch: [1/5] Iters:[12100/20018] gen_loss 0.1518, rec_loss 0.0268, lpips_loss 0.2020, g_loss -0.0271, disc_weight 0.4000, disc_adaptive_weight 2.8447, d_loss 0.4003, logits_real 0.0294, logits_fake 0.0271,
Train Epoch: [1/5] Iters:[12110/20018] gen_loss 0.1501, rec_loss 0.0266, lpips_loss 0.2026, g_loss -0.0267, disc_weight 0.4000, disc_adaptive_weight 2.9618, d_loss 0.4003, logits_real 0.0290, logits_fake 0.0268,
Train Epoch: [1/5] Iters:[12120/20018] gen_loss 0.1459, rec_loss 0.0268, lpips_loss 0.2031, g_loss -0.0268, disc_weight 0.4000, disc_adaptive_weight 3.1426, d_loss 0.4002, logits_real 0.0292, logits_fake 0.0268,
Train Epoch: [1/5] Iters:[12130/20018] gen_loss 0.1443, rec_loss 0.0268, lpips_loss 0.2032, g_loss -0.0266, disc_weight 0.4000, disc_adaptive_weight 3.2234, d_loss 0.4002, logits_real 0.0291, logits_fake 0.0265,
Train Epoch: [1/5] Iters:[12140/20018] gen_loss 0.1448, rec_loss 0.0272, lpips_loss 0.2043, g_loss -0.0264, disc_weight 0.4000, disc_adaptive_weight 3.2722, d_loss 0.4002, logits_real 0.0290, logits_fake 0.0263,
Train Epoch: [1/5] Iters:[12150/20018] gen_loss 0.1422, rec_loss 0.0268, lpips_loss 0.2031, g_loss -0.0263, disc_weight 0.4000, disc_adaptive_weight 3.3287, d_loss 0.4002, logits_real 0.0286, logits_fake 0.0260,
Train Epoch: [1/5] Iters:[12160/20018] gen_loss 0.1458, rec_loss 0.0274, lpips_loss 0.2031, g_loss -0.0263, disc_weight 0.4000, disc_adaptive_weight 3.2123, d_loss 0.4002, logits_real 0.0286, logits_fake 0.0261,
Train Epoch: [1/5] Iters:[12170/20018] gen_loss 0.1468, rec_loss 0.0271, lpips_loss 0.2030, g_loss -0.0262, disc_weight 0.4000, disc_adaptive_weight 3.1766, d_loss 0.4002, logits_real 0.0283, logits_fake 0.0260,
Train Epoch: [1/5] Iters:[12180/20018] gen_loss 0.1447, rec_loss 0.0273, lpips_loss 0.2023, g_loss -0.0261, disc_weight 0.4000, disc_adaptive_weight 3.2540, d_loss 0.4003, logits_real 0.0281, logits_fake 0.0259,
Train Epoch: [1/5] Iters:[12190/20018] gen_loss 0.1393, rec_loss 0.0270, lpips_loss 0.2004, g_loss -0.0260, disc_weight 0.4000, disc_adaptive_weight 3.3912, d_loss 0.4003, logits_real 0.0280, logits_fake 0.0258,
Train Epoch: [1/5] Iters:[12200/20018] gen_loss 0.1393, rec_loss 0.0270, lpips_loss 0.2007, g_loss -0.0259, disc_weight 0.4000, disc_adaptive_weight 3.4169, d_loss 0.4003, logits_real 0.0278, logits_fake 0.0258,
Train Epoch: [1/5] Iters:[12210/20018] gen_loss 0.1385, rec_loss 0.0270, lpips_loss 0.2004, g_loss -0.0256, disc_weight 0.4000, disc_adaptive_weight 3.4725, d_loss 0.4004, logits_real 0.0275, logits_fake 0.0258,
Train Epoch: [1/5] Iters:[12220/20018] gen_loss 0.1424, rec_loss 0.0273, lpips_loss 0.2000, g_loss -0.0253, disc_weight 0.4000, disc_adaptive_weight 3.3500, d_loss 0.4004, logits_real 0.0272, logits_fake 0.0256,
Train Epoch: [1/5] Iters:[12230/20018] gen_loss 0.1470, rec_loss 0.0279, lpips_loss 0.2008, g_loss -0.0252, disc_weight 0.4000, disc_adaptive_weight 3.2378, d_loss 0.4003, logits_real 0.0273, logits_fake 0.0254,
